A,B,Addition,Subtraction,Multiplication,Division,Sin(Addition),Cos(Addition),Sqrt(Addition),2^Addition,Log(Addition),ODD_OR_EVEN(CEIL(A+B))
-7.48,5.22,-2.26,-12.70,-39.05,-1.43,-0.77,-0.64,-1.00,0.21,-1.00,Even
1.58,-9.81,-8.23,11.39,-15.50,-0.16,-0.93,-0.37,-1.00,0.00,-1.00,Even
-4.38,-8.22,-12.60,3.84,36.00,0.53,-0.03,1.00,-1.00,0.00,-1.00,Even
-5.54,-2.7,-8.24,-2.84,14.96,2.05,-0.93,-0.38,-1.00,0.00,-1.00,Even
5.79,-3.7,2.09,9.49,-21.42,-1.56,0.87,-0.50,1.45,4.26,0.32,Odd
-5.11,2.71,-2.40,-7.82,-13.85,-1.89,-0.68,-0.74,-1.00,0.19,-1.00,Even
1.1,3.41,4.51,-2.31,3.75,0.32,-0.98,-0.20,2.12,22.78,0.65,Odd
0.12,-2.9,-2.78,3.02,-0.35,-0.04,-0.35,-0.94,-1.00,0.15,-1.00,Even
-4.5,-6.13,-10.63,1.63,27.59,0.73,0.93,-0.36,-1.00,0.00,-1.00,Even
-9.99,-3.57,-13.56,-6.42,35.66,2.80,-0.84,0.55,-1.00,0.00,-1.00,Odd
-2.93,7.89,4.96,-10.82,-23.12,-0.37,-0.97,0.25,2.23,31.12,0.70,Odd
-5.64,-4.22,-9.86,-1.42,23.80,1.34,0.42,-0.91,-1.00,0.00,-1.00,Odd
-8.59,-8.9,-17.49,0.31,76.45,0.97,0.98,0.21,-1.00,0.00,-1.00,Odd
8.71,-2.31,6.40,11.02,-20.12,-3.77,0.12,0.99,2.53,84.45,0.81,Odd
-1.64,8.4,6.76,-10.04,-13.78,-0.20,0.46,0.89,2.60,108.38,0.83,Odd
1.3,9.26,10.56,-7.96,12.04,0.14,-0.91,-0.42,3.25,1509.65,1.02,Odd
-9.86,-8.36,-18.22,-1.50,82.43,1.18,0.59,0.81,-1.00,0.00,-1.00,Even
-10,-4.89,-14.89,-5.11,48.90,2.04,-0.73,-0.68,-1.00,0.00,-1.00,Even
-3.77,-4.64,-8.41,0.87,17.49,0.81,-0.85,-0.53,-1.00,0.00,-1.00,Even
4.07,1.15,5.22,2.92,4.68,3.54,-0.87,0.49,2.28,37.27,0.72,Even
9.64,-2.59,7.05,12.23,-24.97,-3.72,0.69,0.72,2.66,132.51,0.85,Even
2.29,1.48,3.77,0.81,3.39,1.55,-0.59,-0.81,1.94,13.64,0.58,Even
-8.89,5.14,-3.75,-14.03,-45.69,-1.73,0.57,-0.82,-1.00,0.07,-1.00,Odd
-8.66,-4.96,-13.62,-3.70,42.95,1.75,-0.87,0.49,-1.00,0.00,-1.00,Odd
3.13,-6.47,-3.34,9.60,-20.25,-0.48,0.20,-0.98,-1.00,0.10,-1.00,Odd
3.79,-9.22,-5.43,13.01,-34.94,-0.41,0.75,0.66,-1.00,0.02,-1.00,Odd
-3.34,-0.08,-3.42,-3.26,0.27,41.75,0.27,-0.96,-1.00,0.09,-1.00,Odd
-7.83,-8.32,-16.15,0.49,65.15,0.94,0.43,-0.90,-1.00,0.00,-1.00,Even
-1.51,-9.14,-10.65,7.63,13.80,0.17,0.94,-0.34,-1.00,0.00,-1.00,Even
3.25,6.18,9.43,-2.93,20.09,0.53,-0.01,-1.00,3.07,689.78,0.97,Even
-9.33,9.45,0.12,-18.78,-88.17,-0.99,0.12,0.99,0.35,1.09,-0.92,Odd
-7.92,-2.48,-10.40,-5.44,19.64,3.19,0.83,-0.56,-1.00,0.00,-1.00,Even
-0.42,-8.58,-9.00,8.16,3.60,0.05,-0.41,-0.91,-1.00,0.00,-1.00,Odd
6.24,-2.94,3.30,9.18,-18.35,-2.12,-0.16,-0.99,1.82,9.85,0.52,Even
0.07,5.89,5.96,-5.82,0.41,0.01,-0.32,0.95,2.44,62.25,0.78,Even
-5.94,-2.45,-8.39,-3.49,14.55,2.42,-0.86,-0.51,-1.00,0.00,-1.00,Even
6.26,-0.98,5.28,7.24,-6.13,-6.39,-0.84,0.54,2.30,38.85,0.72,Even
8.93,-3.76,5.17,12.69,-33.58,-2.38,-0.90,0.44,2.27,36.00,0.71,Even
7.79,9.49,17.28,-1.70,73.93,0.82,-1.00,0.00,4.16,159146.95,1.24,Even
-2.98,-7.25,-10.23,4.27,21.61,0.41,0.72,-0.69,-1.00,0.00,-1.00,Even
-8.02,-0.73,-8.75,-7.29,5.85,10.99,-0.62,-0.78,-1.00,0.00,-1.00,Even
6,6.7,12.70,-0.70,40.20,0.90,0.13,0.99,3.56,6653.97,1.10,Odd
-8.82,9.68,0.86,-18.50,-85.38,-0.91,0.76,0.65,0.93,1.82,-0.07,Odd
8.9,-8.18,0.72,17.08,-72.80,-1.09,0.66,0.75,0.85,1.65,-0.14,Odd
1.2,8.5,9.70,-7.30,10.20,0.14,-0.27,-0.96,3.11,831.75,0.99,Even
-9.78,-4.09,-13.87,-5.69,40.00,2.39,-0.96,0.26,-1.00,0.00,-1.00,Odd
3.36,8.53,11.89,-5.17,28.66,0.39,-0.63,0.78,3.45,3795.30,1.08,Even
-6.06,-4.14,-10.20,-1.92,25.09,1.46,0.70,-0.71,-1.00,0.00,-1.00,Even
-4.14,-8.47,-12.61,4.33,35.07,0.49,-0.04,1.00,-1.00,0.00,-1.00,Even
-5.45,-6.42,-11.87,0.97,34.99,0.85,0.64,0.77,-1.00,0.00,-1.00,Odd
-7.16,9.69,2.53,-16.85,-69.38,-0.74,0.57,-0.82,1.59,5.78,0.40,Odd
2.89,3.79,6.68,-0.90,10.95,0.76,0.39,0.92,2.58,102.54,0.82,Odd
6.64,5.65,12.29,0.99,37.52,1.18,-0.27,0.96,3.51,5007.93,1.09,Odd
-1.78,9.97,8.19,-11.75,-17.75,-0.18,0.94,-0.33,2.86,292.04,0.91,Odd
8.97,-0.09,8.88,9.06,-0.81,-99.67,0.52,-0.86,2.98,471.14,0.95,Odd
9.91,-5.88,4.03,15.79,-58.27,-1.69,-0.78,-0.63,2.01,16.34,0.61,Odd
8.43,-4.59,3.84,13.02,-38.69,-1.84,-0.64,-0.77,1.96,14.32,0.58,Even
-4.68,-9.62,-14.30,4.94,45.02,0.49,-0.99,-0.16,-1.00,0.00,-1.00,Even
-2.34,3.41,1.07,-5.75,-7.98,-0.69,0.88,0.48,1.03,2.10,0.03,Even
2.78,4.27,7.05,-1.49,11.87,0.65,0.69,0.72,2.66,132.51,0.85,Even
-2.98,9.91,6.93,-12.89,-29.53,-0.30,0.60,0.80,2.63,121.94,0.84,Odd
-2.39,5.41,3.02,-7.80,-12.93,-0.44,0.12,-0.99,1.74,8.11,0.48,Even
-9.48,3.64,-5.84,-13.12,-34.51,-2.60,0.43,0.90,-1.00,0.02,-1.00,Odd
-2.24,8.05,5.81,-10.29,-18.03,-0.28,-0.46,0.89,2.41,56.10,0.76,Even
7.49,6.26,13.75,1.23,46.89,1.20,0.93,0.38,3.71,13777.25,1.14,Even
4.37,2.05,6.42,2.32,8.96,2.13,0.14,0.99,2.53,85.63,0.81,Odd
1.24,5.58,6.82,-4.34,6.92,0.22,0.51,0.86,2.61,112.99,0.83,Odd
-9.49,3.82,-5.67,-13.31,-36.25,-2.48,0.58,0.82,-1.00,0.02,-1.00,Odd
-3.7,-9.75,-13.45,6.05,36.08,0.38,-0.77,0.63,-1.00,0.00,-1.00,Odd
-6.02,4.18,-1.84,-10.20,-25.16,-1.44,-0.96,-0.27,-1.00,0.28,-1.00,Odd
4.17,-5.3,-1.13,9.47,-22.10,-0.79,-0.90,0.43,-1.00,0.46,-1.00,Odd
0.03,0.48,0.51,-0.45,0.01,0.06,0.49,0.87,0.71,1.42,-0.29,Odd
-8.15,2.62,-5.53,-10.77,-21.35,-3.11,0.68,0.73,-1.00,0.02,-1.00,Odd
-7.62,-8.24,-15.86,0.62,62.79,0.92,0.15,-0.99,-1.00,0.00,-1.00,Odd
-1.69,-9.48,-11.17,7.79,16.02,0.18,0.98,0.17,-1.00,0.00,-1.00,Odd
7.46,9.94,17.40,-2.48,74.15,0.75,-0.99,0.12,4.17,172950.54,1.24,Even
8.54,-3.12,5.42,11.66,-26.64,-2.74,-0.76,0.65,2.33,42.81,0.73,Even
4.39,5.43,9.82,-1.04,23.84,0.81,-0.39,-0.92,3.13,903.89,0.99,Even
-5.1,9.63,4.53,-14.73,-49.11,-0.53,-0.98,-0.18,2.13,23.10,0.66,Odd
3.69,-4.74,-1.05,8.43,-17.49,-0.78,-0.87,0.50,-1.00,0.48,-1.00,Odd
9.47,-3.32,6.15,12.79,-31.44,-2.85,-0.13,0.99,2.48,71.01,0.79,Odd
3.58,-7.98,-4.40,11.56,-28.57,-0.45,0.95,-0.31,-1.00,0.05,-1.00,Even
-3.69,9.53,5.84,-13.22,-35.17,-0.39,-0.43,0.90,2.42,57.28,0.77,Even
-9.34,-2.85,-12.19,-6.49,26.62,3.28,0.37,0.93,-1.00,0.00,-1.00,Even
-4.35,5.91,1.56,-10.26,-25.71,-0.74,1.00,0.01,1.25,2.95,0.19,Even
1.39,0.9,2.29,0.49,1.25,1.54,0.75,-0.66,1.51,4.89,0.36,Odd
0.56,1.94,2.50,-1.38,1.09,0.29,0.60,-0.80,1.58,5.66,0.40,Odd
-4.02,-0.84,-4.86,-3.18,3.38,4.79,0.99,0.15,-1.00,0.03,-1.00,Even
3.65,3.65,7.30,0.00,13.32,1.00,0.85,0.53,2.70,157.59,0.86,Even
2.2,-0.11,2.09,2.31,-0.24,-20.00,0.87,-0.50,1.45,4.26,0.32,Odd
2.7,-0.12,2.58,2.82,-0.32,-22.50,0.53,-0.85,1.61,5.98,0.41,Odd
5.03,-6.6,-1.57,11.63,-33.20,-0.76,-1.00,0.00,-1.00,0.34,-1.00,Odd
9,-9.03,-0.03,18.03,-81.27,-1.00,-0.03,1.00,-1.00,0.98,-1.00,Even
5.6,2.08,7.68,3.52,11.65,2.69,0.98,0.17,2.77,205.07,0.89,Even
0.76,0.84,1.60,-0.08,0.64,0.90,1.00,-0.03,1.26,3.03,0.20,Even
-3.36,2.76,-0.60,-6.12,-9.27,-1.22,-0.56,0.83,-1.00,0.66,-1.00,Even
-7.66,-9.79,-17.45,2.13,74.99,0.78,0.99,0.17,-1.00,0.00,-1.00,Odd
-4.71,8.41,3.70,-13.12,-39.61,-0.56,-0.53,-0.85,1.92,13.00,0.57,Even
1.24,-3.45,-2.21,4.69,-4.28,-0.36,-0.80,-0.60,-1.00,0.22,-1.00,Even
-3.07,-8.9,-11.97,5.83,27.32,0.34,0.56,0.83,-1.00,0.00,-1.00,Odd
-5.43,3.49,-1.94,-8.92,-18.95,-1.56,-0.93,-0.36,-1.00,0.26,-1.00,Odd
-8.06,-7.87,-15.93,-0.19,63.43,1.02,0.22,-0.98,-1.00,0.00,-1.00,Odd
8.63,-3.22,5.41,11.85,-27.79,-2.68,-0.77,0.64,2.33,42.52,0.73,Even
1.27,-7.45,-6.18,8.72,-9.46,-0.17,0.10,0.99,-1.00,0.01,-1.00,Even
2.58,7.42,10.00,-4.84,19.14,0.35,-0.54,-0.84,3.16,1024.00,1.00,Even
-6.61,-7.17,-13.78,0.56,47.39,0.92,-0.94,0.35,-1.00,0.00,-1.00,Odd
8.45,-4.68,3.77,13.13,-39.55,-1.81,-0.59,-0.81,1.94,13.64,0.58,Even
9.07,0.25,9.32,8.82,2.27,36.28,0.10,-0.99,3.05,639.15,0.97,Even
-6.13,-5.41,-11.54,-0.72,33.16,1.13,0.86,0.52,-1.00,0.00,-1.00,Odd
9.16,3.42,12.58,5.74,31.33,2.68,0.01,1.00,3.55,6122.90,1.10,Odd
-5.51,8.86,3.35,-14.37,-48.82,-0.62,-0.21,-0.98,1.83,10.20,0.53,Even
-8.08,8.07,-0.01,-16.15,-65.21,-1.00,-0.01,1.00,-1.00,0.99,-1.00,Even
-6.23,-9.69,-15.92,3.46,60.37,0.64,0.21,-0.98,-1.00,0.00,-1.00,Odd
8.47,7.31,15.78,1.16,61.92,1.16,-0.07,-1.00,3.97,56266.94,1.20,Even
-6.17,1.16,-5.01,-7.33,-7.16,-5.32,0.96,0.29,-1.00,0.03,-1.00,Odd
-6.6,-0.24,-6.84,-6.36,1.58,27.50,-0.53,0.85,-1.00,0.01,-1.00,Even
-2,-3.72,-5.72,1.72,7.44,0.54,0.53,0.85,-1.00,0.02,-1.00,Odd
-9.89,-4.16,-14.05,-5.73,41.14,2.38,-1.00,0.09,-1.00,0.00,-1.00,Even
5.81,4.65,10.46,1.16,27.02,1.25,-0.86,-0.51,3.23,1408.55,1.02,Odd
1.36,7.48,8.84,-6.12,10.17,0.18,0.55,-0.83,2.97,458.25,0.95,Odd
4.98,5.91,10.89,-0.93,29.43,0.84,-0.99,-0.11,3.30,1897.65,1.04,Odd
-2.59,-3,-5.59,0.41,7.77,0.86,0.64,0.77,-1.00,0.02,-1.00,Odd
-9.47,0.05,-9.42,-9.52,-0.47,-189.40,0.00,-1.00,-1.00,0.00,-1.00,Odd
9.52,-8.57,0.95,18.09,-81.59,-1.11,0.81,0.58,0.97,1.93,-0.02,Odd
-4.81,9.99,5.18,-14.80,-48.05,-0.48,-0.89,0.45,2.28,36.25,0.71,Even
5.21,9.15,14.36,-3.94,47.67,0.57,0.98,-0.22,3.79,21027.65,1.16,Odd
-0.44,8.7,8.26,-9.14,-3.83,-0.05,0.92,-0.39,2.87,306.55,0.92,Odd
-8.77,-7.42,-16.19,-1.35,65.07,1.18,0.46,-0.89,-1.00,0.00,-1.00,Even
-6.71,-6.88,-13.59,0.17,46.16,0.98,-0.85,0.52,-1.00,0.00,-1.00,Odd
2.04,-8.2,-6.16,10.24,-16.73,-0.25,0.12,0.99,-1.00,0.01,-1.00,Even
-2.66,2.8,0.14,-5.46,-7.45,-0.95,0.14,0.99,0.37,1.10,-0.85,Odd
9.26,9.71,18.97,-0.45,89.91,0.95,0.12,0.99,4.36,513498.31,1.28,Odd
3.28,5.87,9.15,-2.59,19.25,0.56,0.27,-0.96,3.02,568.10,0.96,Even
-7.12,8.52,1.40,-15.64,-60.66,-0.84,0.99,0.17,1.18,2.64,0.15,Even
3.53,8.65,12.18,-5.12,30.53,0.41,-0.38,0.93,3.49,4640.29,1.09,Odd
-2.29,-2.23,-4.52,-0.06,5.11,1.03,0.98,-0.19,-1.00,0.04,-1.00,Even
1.65,-9.8,-8.15,11.45,-16.17,-0.17,-0.96,-0.29,-1.00,0.00,-1.00,Even
9.46,8.85,18.31,0.61,83.72,1.07,-0.51,0.86,4.28,324981.94,1.26,Odd
2.24,-6.61,-4.37,8.85,-14.81,-0.34,0.94,-0.34,-1.00,0.05,-1.00,Even
-9.67,7.35,-2.32,-17.02,-71.07,-1.32,-0.73,-0.68,-1.00,0.20,-1.00,Even
-9.47,0.88,-8.59,-10.35,-8.33,-10.76,-0.74,-0.67,-1.00,0.00,-1.00,Even
-0.07,2.78,2.71,-2.85,-0.19,-0.03,0.42,-0.91,1.65,6.54,0.43,Odd
-1.05,-8.43,-9.48,7.38,8.85,0.12,0.06,-1.00,-1.00,0.00,-1.00,Odd
8.88,0.44,9.32,8.44,3.91,20.18,0.10,-0.99,3.05,639.15,0.97,Even
0.52,-2.52,-2.00,3.04,-1.31,-0.21,-0.91,-0.42,-1.00,0.25,-1.00,Even
2.75,6.91,9.66,-4.16,19.00,0.40,-0.23,-0.97,3.11,809.00,0.98,Even
7.57,-1.55,6.02,9.12,-11.73,-4.88,-0.26,0.97,2.45,64.89,0.78,Odd
1.66,-7.5,-5.84,9.16,-12.45,-0.22,0.43,0.90,-1.00,0.02,-1.00,Odd
-2.59,-8.92,-11.51,6.33,23.10,0.29,0.87,0.49,-1.00,0.00,-1.00,Odd
-6.03,1.86,-4.17,-7.89,-11.22,-3.24,0.86,-0.52,-1.00,0.06,-1.00,Even
5.12,3.04,8.16,2.08,15.56,1.68,0.95,-0.30,2.86,286.03,0.91,Odd
-1.4,6.85,5.45,-8.25,-9.59,-0.20,-0.74,0.67,2.33,43.71,0.74,Even
-5.56,-3.4,-8.96,-2.16,18.90,1.64,-0.45,-0.89,-1.00,0.00,-1.00,Even
4.95,-2.12,2.83,7.07,-10.49,-2.33,0.31,-0.95,1.68,7.11,0.45,Odd
-7.35,6.94,-0.41,-14.29,-51.01,-1.06,-0.40,0.92,-1.00,0.75,-1.00,Even
-3.83,1.31,-2.52,-5.14,-5.02,-2.92,-0.58,-0.81,-1.00,0.17,-1.00,Even
-7.6,6.3,-1.30,-13.90,-47.88,-1.21,-0.96,0.27,-1.00,0.41,-1.00,Odd
4.09,7.98,12.07,-3.89,32.64,0.51,-0.48,0.88,3.47,4299.64,1.08,Odd
-8.02,-5.05,-13.07,-2.97,40.50,1.59,-0.48,0.88,-1.00,0.00,-1.00,Odd
-3.58,-0.24,-3.82,-3.34,0.86,14.92,0.63,-0.78,-1.00,0.07,-1.00,Odd
-2.38,5.12,2.74,-7.50,-12.19,-0.46,0.39,-0.92,1.66,6.68,0.44,Odd
3.45,6.66,10.11,-3.21,22.98,0.52,-0.63,-0.77,3.18,1105.13,1.00,Odd
-3.98,-7.77,-11.75,3.79,30.92,0.51,0.73,0.68,-1.00,0.00,-1.00,Odd
-6.08,0.74,-5.34,-6.82,-4.50,-8.22,0.81,0.59,-1.00,0.02,-1.00,Odd
-7.62,1.12,-6.50,-8.74,-8.53,-6.80,-0.22,0.98,-1.00,0.01,-1.00,Even
9.43,1.23,10.66,8.20,11.60,7.67,-0.94,-0.33,3.26,1618.00,1.03,Odd
3.16,4.59,7.75,-1.43,14.50,0.69,0.99,0.10,2.78,215.27,0.89,Even
1.2,-0.32,0.88,1.52,-0.38,-3.75,0.77,0.64,0.94,1.84,-0.06,Odd
-4.78,-3.31,-8.09,-1.47,15.82,1.44,-0.97,-0.23,-1.00,0.00,-1.00,Even
9.8,-6.98,2.82,16.78,-68.40,-1.40,0.32,-0.95,1.68,7.06,0.45,Odd
2.43,-0.28,2.15,2.71,-0.68,-8.68,0.84,-0.55,1.47,4.44,0.33,Odd
-1.28,5.75,4.47,-7.03,-7.36,-0.22,-0.97,-0.24,2.11,22.16,0.65,Odd
-9.14,-8.68,-17.82,-0.46,79.34,1.05,0.86,0.52,-1.00,0.00,-1.00,Odd
-1.67,7.61,5.94,-9.28,-12.71,-0.22,-0.34,0.94,2.44,61.39,0.77,Even
5.79,-1.53,4.26,7.32,-8.86,-3.78,-0.90,-0.44,2.06,19.16,0.63,Odd
9.09,7.29,16.38,1.80,66.27,1.25,-0.62,-0.78,4.05,85284.74,1.21,Odd
2,-4.67,-2.67,6.67,-9.34,-0.43,-0.45,-0.89,-1.00,0.16,-1.00,Even
-2.02,1.89,-0.13,-3.91,-3.82,-1.07,-0.13,0.99,-1.00,0.91,-1.00,Even
-1.55,-5.99,-7.54,4.44,9.28,0.26,-0.95,0.31,-1.00,0.01,-1.00,Odd
-3.12,-1.4,-4.52,-1.72,4.37,2.23,0.98,-0.19,-1.00,0.04,-1.00,Even
8.01,-9.92,-1.91,17.93,-79.46,-0.81,-0.94,-0.33,-1.00,0.27,-1.00,Odd
8.62,-9.32,-0.70,17.94,-80.34,-0.92,-0.64,0.76,-1.00,0.62,-1.00,Even
7.19,8.89,16.08,-1.70,63.92,0.81,-0.36,-0.93,4.01,69272.73,1.21,Odd
-2.55,-0.07,-2.62,-2.48,0.18,36.43,-0.50,-0.87,-1.00,0.16,-1.00,Even
1.89,-1.69,0.20,3.58,-3.19,-1.12,0.20,0.98,0.45,1.15,-0.70,Odd
5.27,-0.85,4.42,6.12,-4.48,-6.20,-0.96,-0.29,2.10,21.41,0.65,Odd
4.82,-0.45,4.37,5.27,-2.17,-10.71,-0.94,-0.34,2.09,20.68,0.64,Odd
-2.2,-7.99,-10.19,5.79,17.58,0.28,0.69,-0.72,-1.00,0.00,-1.00,Even
0.89,-1.44,-0.55,2.33,-1.28,-0.62,-0.52,0.85,-1.00,0.68,-1.00,Even
0.12,-0.16,-0.04,0.28,-0.02,-0.75,-0.04,1.00,-1.00,0.97,-1.00,Even
-9.93,-9.45,-19.38,-0.48,93.84,1.05,-0.51,0.86,-1.00,0.00,-1.00,Odd
7.22,1.94,9.16,5.28,14.01,3.72,0.26,-0.97,3.03,572.05,0.96,Even
-1.88,-5.39,-7.27,3.51,10.13,0.35,-0.83,0.55,-1.00,0.01,-1.00,Odd
3.56,3.34,6.90,0.22,11.89,1.07,0.58,0.82,2.63,119.43,0.84,Odd
-4.8,-2.06,-6.86,-2.74,9.89,2.33,-0.55,0.84,-1.00,0.01,-1.00,Even
-2.8,-5.68,-8.48,2.88,15.90,0.49,-0.81,-0.59,-1.00,0.00,-1.00,Even
-9,2.41,-6.59,-11.41,-21.69,-3.73,-0.30,0.95,-1.00,0.01,-1.00,Even
-0.89,6.08,5.19,-6.97,-5.41,-0.15,-0.89,0.46,2.28,36.50,0.72,Even
0.12,2.2,2.32,-2.08,0.26,0.05,0.73,-0.68,1.52,4.99,0.37,Odd
-2.73,2.99,0.26,-5.72,-8.16,-0.91,0.26,0.97,0.51,1.20,-0.59,Odd
-7.56,-1.9,-9.46,-5.66,14.36,3.98,0.04,-1.00,-1.00,0.00,-1.00,Odd
1.5,-6.44,-4.94,7.94,-9.66,-0.23,0.97,0.23,-1.00,0.03,-1.00,Even
-6.42,-4.19,-10.61,-2.23,26.90,1.53,0.93,-0.38,-1.00,0.00,-1.00,Even
0.3,2.77,3.07,-2.47,0.83,0.11,0.07,-1.00,1.75,8.40,0.49,Even
7.73,-8.01,-0.28,15.74,-61.92,-0.97,-0.28,0.96,-1.00,0.82,-1.00,Even
3.43,0.54,3.97,2.89,1.85,6.35,-0.74,-0.68,1.99,15.67,0.60,Even
5,6.34,11.34,-1.34,31.70,0.79,-0.94,0.34,3.37,2592.27,1.05,Even
4.73,-9.82,-5.09,14.55,-46.45,-0.48,0.93,0.37,-1.00,0.03,-1.00,Odd
-0.22,7.28,7.06,-7.50,-1.60,-0.03,0.70,0.71,2.66,133.44,0.85,Even
3.95,5.09,9.04,-1.14,20.11,0.78,0.38,-0.93,3.01,526.39,0.96,Even
4.57,-7.33,-2.76,11.90,-33.50,-0.62,-0.37,-0.93,-1.00,0.15,-1.00,Even
9.25,7.84,17.09,1.41,72.52,1.18,-0.98,-0.19,4.13,139509.13,1.23,Even
-1.25,-9.63,-10.88,8.38,12.04,0.13,0.99,-0.12,-1.00,0.00,-1.00,Even
-2.43,6.93,4.50,-9.36,-16.84,-0.35,-0.98,-0.21,2.12,22.63,0.65,Odd
9.28,0.63,9.91,8.65,5.85,14.73,-0.47,-0.88,3.15,962.07,1.00,Even
4.03,5.98,10.01,-1.95,24.10,0.67,-0.55,-0.83,3.16,1031.12,1.00,Odd
9.28,7.66,16.94,1.62,71.08,1.21,-0.94,-0.33,4.12,125732.67,1.23,Odd
8.68,-0.78,7.90,9.46,-6.77,-11.13,1.00,-0.05,2.81,238.86,0.90,Even
2.57,0.04,2.61,2.53,0.10,64.25,0.51,-0.86,1.62,6.11,0.42,Odd
4.64,8.59,13.23,-3.95,39.86,0.54,0.62,0.79,3.64,9607.86,1.12,Even
6.15,-9.95,-3.80,16.10,-61.19,-0.62,0.61,-0.79,-1.00,0.07,-1.00,Odd
7.18,9.02,16.20,-1.84,64.76,0.80,-0.47,-0.88,4.02,75281.10,1.21,Odd
-9.5,5.99,-3.51,-15.49,-56.91,-1.59,0.36,-0.93,-1.00,0.09,-1.00,Odd
3.45,6.06,9.51,-2.61,20.91,0.57,-0.09,-1.00,3.08,729.11,0.98,Even
5.16,-4.38,0.78,9.54,-22.60,-1.18,0.70,0.71,0.88,1.72,-0.11,Odd
6.05,-3.52,2.53,9.57,-21.30,-1.72,0.57,-0.82,1.59,5.78,0.40,Odd
-4.91,-3.17,-8.08,-1.74,15.56,1.55,-0.97,-0.22,-1.00,0.00,-1.00,Even
8.8,-5.79,3.01,14.59,-50.95,-1.52,0.13,-0.99,1.73,8.06,0.48,Even
-8.77,-7.52,-16.29,-1.25,65.95,1.17,0.55,-0.84,-1.00,0.00,-1.00,Even
6.99,-4.29,2.70,11.28,-29.99,-1.63,0.43,-0.90,1.64,6.50,0.43,Odd
7.39,-5.57,1.82,12.96,-41.16,-1.33,0.97,-0.25,1.35,3.53,0.26,Even
-6.37,6.11,-0.26,-12.48,-38.92,-1.04,-0.26,0.97,-1.00,0.84,-1.00,Even
0.24,-5.03,-4.79,5.27,-1.21,-0.05,1.00,0.08,-1.00,0.04,-1.00,Even
-4.45,-8.92,-13.37,4.47,39.69,0.50,-0.72,0.69,-1.00,0.00,-1.00,Odd
8.27,5.75,14.02,2.52,47.55,1.44,0.99,0.12,3.74,16612.71,1.15,Odd
-0.5,-1.47,-1.97,0.97,0.74,0.34,-0.92,-0.39,-1.00,0.26,-1.00,Odd
-2.52,-4.6,-7.12,2.08,11.59,0.55,-0.74,0.67,-1.00,0.01,-1.00,Odd
1.03,4.99,6.02,-3.96,5.14,0.21,-0.26,0.97,2.45,64.89,0.78,Odd
-2.25,-2.42,-4.67,0.17,5.45,0.93,1.00,-0.04,-1.00,0.04,-1.00,Even
3.17,6.86,10.03,-3.69,21.75,0.46,-0.57,-0.82,3.17,1045.52,1.00,Odd
2.62,2.51,5.13,0.11,6.58,1.04,-0.91,0.41,2.26,35.02,0.71,Even
-3.75,6.52,2.77,-10.27,-24.45,-0.58,0.36,-0.93,1.66,6.82,0.44,Odd
7.63,-7.76,-0.13,15.39,-59.21,-0.98,-0.13,0.99,-1.00,0.91,-1.00,Even
-1.21,9.5,8.29,-10.71,-11.50,-0.13,0.91,-0.42,2.88,313.00,0.92,Odd
1.33,-2.66,-1.33,3.99,-3.54,-0.50,-0.97,0.24,-1.00,0.40,-1.00,Odd
9.65,-1.24,8.41,10.89,-11.97,-7.78,0.85,-0.53,2.90,340.14,0.92,Odd
-1.75,4.32,2.57,-6.07,-7.56,-0.41,0.54,-0.84,1.60,5.94,0.41,Odd
6.22,7.93,14.15,-1.71,49.32,0.78,1.00,-0.01,3.76,18179.19,1.15,Odd
7.61,3.99,11.60,3.62,30.36,1.91,-0.82,0.57,3.41,3104.19,1.06,Even
-4.8,-2.8,-7.60,-2.00,13.44,1.71,-0.97,0.25,-1.00,0.01,-1.00,Odd
-6.01,-5.34,-11.35,-0.67,32.09,1.13,0.94,0.35,-1.00,0.00,-1.00,Odd
-2,-2.06,-4.06,0.06,4.12,0.97,0.79,-0.61,-1.00,0.06,-1.00,Even
8.31,6.51,14.82,1.80,54.10,1.28,0.78,-0.63,3.85,28924.41,1.17,Odd
-8.01,-4.56,-12.57,-3.45,36.53,1.76,0.00,1.00,-1.00,0.00,-1.00,Even
-3.81,5.07,1.26,-8.88,-19.32,-0.75,0.95,0.31,1.12,2.39,0.10,Even
9.98,-8.09,1.89,18.07,-80.74,-1.23,0.95,-0.31,1.37,3.71,0.28,Even
8.58,5.06,13.64,3.52,43.41,1.70,0.88,0.48,3.69,12765.83,1.13,Even
-6.42,7.25,0.83,-13.67,-46.55,-0.89,0.74,0.67,0.91,1.78,-0.08,Odd
-0.94,-4.49,-5.43,3.55,4.22,0.21,0.75,0.66,-1.00,0.02,-1.00,Odd
9.97,8.35,18.32,1.62,83.25,1.19,-0.51,0.86,4.28,327242.36,1.26,Odd
1.91,9.03,10.94,-7.12,17.25,0.21,-1.00,-0.06,3.31,1964.57,1.04,Odd
-8.24,9.62,1.38,-17.86,-79.27,-0.86,0.98,0.19,1.17,2.60,0.14,Even
7.63,-8.2,-0.57,15.83,-62.57,-0.93,-0.54,0.84,-1.00,0.67,-1.00,Even
6.3,2.25,8.55,4.05,14.18,2.80,0.77,-0.64,2.92,374.81,0.93,Odd
3.85,7.25,11.10,-3.40,27.91,0.53,-0.99,0.10,3.33,2194.99,1.05,Even
